CLIENTNUM,Attrition_Flag
717409533,0.84
811081083,0.0
717684858,0.03
716793108,0.11
789780033,0.07
720633558,0.03
718230933,0.63
711957708,0.02
715664808,0.68
789467508,0.01
708387933,0.0
716702358,0.0
789241308,0.92
715194183,0.97
771433608,0.02
709410033,0.03
712566258,0.0
719243808,0.04
712453308,0.01
709315383,0.05
797668983,0.01
785351133,0.0
716077458,0.0
780497958,0.0
711716133,0.76
803231058,0.01
720307683,0.01
721143258,0.0
712025958,0.0
714754533,0.01
758408883,0.01
716128083,0.0
719335233,0.0
793952133,0.07
714940608,0.04
709418508,0.0
771776808,0.88
716162583,0.32
735417408,0.02
792098883,0.0
709837308,0.08
720626058,0.26
715253433,0.0
715232058,0.01
709127808,0.0
771886233,0.07
721428333,0.07
708360108,0.0
710406633,0.64
715474833,0.0
718368333,0.01
718785483,0.02
712943508,0.01
802856508,0.03
711048783,0.4
778722033,0.05
790048158,0.02
717570258,0.0
717489033,0.54
719249733,0.0
712484733,0.16
708386958,0.72
789415983,0.17
713600958,0.01
814611633,0.02
711814608,0.0
708637758,0.11
717987258,0.0
814092858,0.01
711736083,0.77
708805908,0.52
788946783,0.06
756624183,0.01
779032308,0.02
709523508,0.01
780653208,0.08
710841183,0.0
718186233,0.0
718292283,0.05
717895833,0.0
713371233,0.09
708382083,0.33
715915458,0.01
720449208,0.02
771500358,0.0
713343333,0.0
757753083,0.02
790134408,0.03
710733183,0.0
772236108,0.0
767488908,0.01
713163258,0.75
788941983,0.78
779686683,0.1
720457608,0.01
716249508,0.06
798120858,0.02
818280108,0.03
718000383,0.02
715399908,0.0
708707808,0.0
771455508,0.0
713580633,0.13
789520533,0.0
716273133,0.03
712294083,0.98
712815858,0.04
718735908,0.67
714511758,0.06
806649333,0.0
778867533,0.88
714147858,0.0
817293258,0.06
715832058,0.0
713697933,0.06
716364408,0.01
790112133,0.0
717252483,0.79
714192933,0.97
710099358,0.0
712560558,0.0
779499933,0.0
710761533,0.0
720031908,0.0
712425258,0.0
772813458,0.0
710017758,0.06
714972558,0.93
714412308,0.82
716296833,0.04
712938258,0.02
772000533,0.37
719704308,0.03
789282333,0.02
718281408,0.01
709316433,0.03
719775408,0.0
711397533,0.04
715234008,0.0
780143283,0.73
826709658,0.99
708867408,0.1
715199808,0.04
708798483,0.89
787523283,0.01
716328558,0.0
709079883,0.61
778155558,0.03
710605458,0.0
710299608,0.72
716851908,0.02
711436083,0.19
710045058,0.05
720742083,0.88
813230208,0.01
788687133,0.01
712813458,0.13
714396558,0.0
718504233,0.38
711964533,0.03
827100333,0.0
719229708,0.06
709813008,0.0
772468983,0.03
715725858,0.0
716975583,0.0
758186433,0.01
787581858,0.0
803652633,0.0
771224358,0.0
713526258,0.84
778228458,0.09
779662308,0.0
778871508,0.0
806652483,0.0
712347258,0.01
714392808,0.0
736145283,0.12
717806133,0.06
712839633,0.03
720961383,0.47
771400608,0.0
780206958,0.0
817332483,0.89
710213508,0.1
712855683,0.0
771928608,0.0
719514783,0.12
711942783,0.01
772198983,0.0
718054833,0.04
720688158,0.28
710803008,0.0
778420383,0.06
708672708,0.18
745124658,0.0
714738033,0.01
771349458,0.01
717670758,0.0
807977808,0.02
709660233,0.34
716568708,0.34
708745983,0.0
813213558,0.0
788038383,0.0
772698783,0.01
712980333,0.02
710098233,0.06
710401458,0.09
708100533,0.0
772139433,0.0
721104708,0.66
793395933,0.0
718489608,0.0
814181433,0.03
772879158,0.0
803214108,0.0
820036533,0.01
709206333,0.76
716512383,0.02
712332183,0.02
738627708,0.71
712753758,0.0
824812983,0.0
772286658,0.24
713413758,0.12
789059958,0.0
826245858,0.85
720590058,0.07
717211608,0.0
709064208,0.99
716288958,0.0
813453408,0.02
712637283,0.0
721279083,0.03
797495958,0.0
716641983,0.01
818687958,0.0
787723758,0.0
807964908,0.08
717203958,0.02
719838558,0.0
708754833,0.0
803805483,0.05
720949083,0.39
719410083,0.15
709005633,0.57
710637183,0.01
710297133,0.0
715612983,0.07
789666333,0.01
713487633,0.0
716297658,0.14
719437908,0.01
720509433,0.01
773297508,0.03
747107508,0.01
713418558,0.0
709942383,0.0
767023308,0.03
822056583,0.01
795844983,0.03
720085233,0.72
711420258,0.01
712389108,0.0
710801133,0.02
793461933,0.07
715406658,0.74
712004208,0.17
709222008,0.92
771531708,0.0
712378983,0.08
818926833,0.13
780613758,0.17
717516333,0.0
714190983,0.7
787361583,0.04
713474733,0.69
708486033,0.29
717683583,0.0
712887633,0.07
